wavelength_um,snr
1.245051237432327707e+00,2.217887724428863550e+01
1.245067672080433008e+00,2.217988117227227818e+01
1.245084106728538087e+00,2.218034096333661154e+01
1.245100541376643388e+00,2.218027864645628711e+01
1.245116976024748690e+00,2.218021624799540703e+01
1.245133410672853769e+00,2.218094164763385834e+01
1.245149845320959070e+00,2.218167901846597090e+01
1.245166279969063927e+00,2.218224030100896371e+01
1.245182714617169228e+00,2.218259454062896552e+01
1.245199149265274308e+00,2.218294874241709635e+01
1.245215583913379609e+00,2.218345250056557916e+01
1.245232018561484688e+00,2.218396677669451122e+01
1.245248453209589989e+00,2.218432020672186411e+01
1.245264887857695069e+00,2.218444081295867676e+01
1.245281322505800370e+00,2.218456135709241650e+01
1.245297757153905671e+00,2.218438622657622616e+01
1.245314191802010750e+00,2.218417181583862074e+01
1.245330626450116052e+00,2.218424959703127541e+01
1.245347061098220909e+00,2.218485319067841743e+01
1.245363495746326210e+00,2.218545677167575647e+01
1.245379930394431289e+00,2.218177307738160664e+01
1.245396365042536591e+00,2.217721957392126342e+01
1.245412799690641670e+00,2.217323670853926032e+01
1.245429234338746971e+00,2.217055180899001954e+01
1.245445668986852272e+00,2.216786650414085003e+01
1.245462103634957352e+00,2.216867189356532464e+01
1.245478538283062653e+00,2.217046457567822060e+01
1.245494972931167732e+00,2.217344879512829436e+01
1.245511407579273033e+00,2.217994208364631348e+01
1.245527842227377890e+00,2.218643573428434479e+01
1.245544276875483192e+00,2.218889343306555517e+01
1.245560711523588271e+00,2.218983823314407644e+01
1.245577146171693572e+00,2.219016002867058646e+01
1.245593580819798873e+00,2.218800672518731076e+01
1.245610015467903953e+00,2.218585308879369578e+01
1.245626450116009254e+00,2.218498168048798647e+01
1.245642884764114333e+00,2.218472822228202901e+01
1.245659319412219634e+00,2.218466989535558298e+01
1.245675754060324714e+00,2.218573216372158896e+01
1.245692188708430015e+00,2.218679446377653264e+01
1.245708623356534872e+00,2.218745728420988783e+01
1.245725058004640173e+00,2.218787723309133142e+01
1.245741492652745253e+00,2.218844258302539529e+01
1.245757927300850554e+00,2.219038817284859277e+01
1.245774361948955855e+00,2.219233387248327816e+01
1.245790796597060934e+00,2.219377781251844439e+01
1.245807231245166236e+00,2.219484120530717419e+01
1.245823665893271315e+00,2.219587435421827948e+01
1.245840100541376616e+00,2.219621654670911326e+01
1.245856535189481695e+00,2.219655870015520804e+01
1.245872969837586997e+00,2.219665711685898657e+01
1.245889404485691854e+00,2.219652606645511739e+01
1.245905839133797155e+00,2.219639492711141315e+01
1.245922273781902456e+00,2.219366495550335472e+01
1.245938708430007535e+00,2.219090354880313853e+01
1.245955143078112837e+00,2.218860631455935106e+01
1.245971577726217916e+00,2.218685146597011837e+01
1.245988012374323217e+00,2.218509633658535307e+01
1.246004447022428296e+00,2.218728967025140975e+01
1.246020881670533598e+00,2.218976133184898458e+01
1.246037316318638677e+00,2.219220267341162867e+01
1.246053750966743978e+00,2.219459976983537430e+01
1.246070185614849279e+00,2.219699701230617706e+01
1.246086620262954137e+00,2.219906913800670267e+01
1.246103054911059438e+00,2.220109691993472012e+01
1.246119489559164517e+00,2.220248600316829268e+01
1.246135924207269818e+00,2.220270145760978053e+01
1.246152358855374898e+00,2.220291685992203412e+01
1.246168793503480199e+00,2.220369510918510514e+01
1.246185228151585278e+00,2.220459277545003829e+01
1.246201662799690579e+00,2.220410122042329704e+01
1.246218097447795881e+00,2.220032930708196517e+01
1.246234532095900960e+00,2.219655683001382940e+01
1.246250966744006261e+00,2.219509474100326685e+01
1.246267401392111118e+00,2.219432295097715624e+01
1.246283836040216420e+00,2.219337602680903387e+01
1.246300270688321499e+00,2.219188171230614870e+01
1.246316705336426800e+00,2.219038715002884388e+01
1.246333139984531879e+00,2.219320539275354776e+01
1.246349574632637180e+00,2.219774703381057890e+01
1.246366009280742482e+00,2.220148009528315569e+01
1.246382443928847561e+00,2.220168958290831185e+01
1.246398878576952862e+00,2.220189901781377628e+01
1.246415313225057719e+00,2.220203885959918821e+01
1.246431747873163021e+00,2.220214262449241716e+01
1.246448182521268100e+00,2.220254215899526429e+01
1.246464617169373401e+00,2.220490777430343243e+01
1.246481051817478480e+00,2.220727353314278929e+01
1.246497486465583782e+00,2.220764548455713694e+01
1.246513921113688861e+00,2.220670300792135166e+01
1.246530355761794162e+00,2.220598395256332935e+01
1.246546790409899463e+00,2.220804171221176659e+01
1.246563225058004543e+00,2.221009959081369090e+01
1.246579659706109844e+00,2.221187719378756853e+01
1.246596094354214701e+00,2.221342198448895999e+01
1.246612529002320002e+00,2.221493244566861591e+01
1.246628963650425082e+00,2.221456058104380205e+01
1.246645398298530383e+00,2.221418860110821214e+01
1.246661832946635462e+00,2.221390813641076534e+01
1.246678267594740763e+00,2.221372312898058610e+01
1.246694702242846065e+00,2.221353802681132095e+01
1.246711136890951144e+00,2.221279597236696901e+01
1.246727571539056445e+00,2.221203116762397656e+01
1.246744006187161524e+00,2.221148221206311746e+01
1.246760440835266825e+00,2.221121669724821146e+01
1.246776875483371683e+00,2.221095107890830533e+01
1.246793310131476984e+00,2.220785993542131465e+01
1.246809744779582063e+00,2.220446725202531368e+01
1.246826179427687364e+00,2.220464543438709271e+01
1.246842614075792666e+00,2.221077686029486742e+01
1.246859048723897745e+00,2.221690863679136640e+01
1.246875483372003046e+00,2.221896931645530415e+01
1.246891918020108125e+00,2.222028951045732370e+01
1.246908352668213427e+00,2.222085378681269319e+01
1.246924787316318506e+00,2.221979047345731217e+01
1.246941221964423807e+00,2.221872696506483535e+01
1.246957656612528664e+00,2.221906038696976893e+01
1.246974091260633966e+00,2.221976923691527972e+01
1.246990525908739045e+00,2.222053956082497805e+01
1.247006960556844346e+00,2.222148570618697505e+01
1.247023395204949647e+00,2.222243187220594862e+01
1.247039829853054727e+00,2.222315773230856095e+01
1.247056264501160028e+00,2.222380206087293431e+01
1.247072699149265107e+00,2.222444744478610446e+01
1.247089133797370408e+00,2.222509705974628247e+01
1.247105568445475487e+00,2.222574666661743592e+01
1.247122003093580789e+00,2.222604402078039598e+01
1.247138437741685646e+00,2.222616882356347290e+01
1.247154872389790947e+00,2.222494835635650645e+01
1.247171307037896248e+00,2.221558938767682179e+01
1.247187741686001328e+00,2.220622881418529815e+01
1.247204176334106629e+00,2.219228278572402857e+01
1.247220610982211708e+00,2.217543141277610275e+01
1.247237045630317009e+00,2.216164989181059042e+01
1.247253480278422089e+00,2.218194362678624998e+01
1.247269914926527390e+00,2.220223694765298461e+01
1.247286349574632469e+00,2.221529758333942439e+01
1.247302784222737770e+00,2.222251419026722274e+01
1.247319218870843072e+00,2.222958165151019827e+01
1.247335653518947929e+00,2.223038055235187116e+01
1.247352088167053230e+00,2.223117945970373555e+01
1.247368522815158309e+00,2.223174797785984680e+01
1.247384957463263611e+00,2.223207990592744565e+01
1.247401392111368690e+00,2.223241179393928135e+01
1.247417826759473991e+00,2.222921691493885987e+01
1.247434261407579070e+00,2.222588793988558464e+01
1.247450696055684372e+00,2.222442704323095697e+01
1.247467130703789673e+00,2.222540810708250447e+01
1.247483565351894752e+00,2.222638919491138765e+01
1.247500000000000053e+00,2.222497636375779351e+01
1.247516434648104910e+00,2.222330710502906470e+01
1.247532869296210212e+00,2.222073258972831411e+01
1.247549303944315291e+00,2.221663717695452078e+01
1.247565738592420592e+00,2.221254115110033212e+01
1.247582173240525671e+00,2.221767373902818576e+01
1.247598607888630973e+00,2.222452718095993163e+01
1.247615042536736274e+00,2.222958637051675268e+01
1.247631477184841353e+00,2.223069721621930128e+01
1.247647911832946654e+00,2.223180809806932245e+01
1.247664346481051734e+00,2.223090130297594058e+01
1.247680781129157035e+00,2.222943192907472465e+01
1.247697215777261892e+00,2.222854757961787087e+01
1.247713650425367193e+00,2.222940472939661660e+01
1.247730085073472273e+00,2.223026189133071284e+01
1.247746519721577574e+00,2.223130469894577743e+01
1.247762954369682653e+00,2.223241940895831092e+01
1.247779389017787954e+00,2.223379396882016223e+01
1.247795823665893256e+00,2.223627475689881905e+01
1.247812258313998335e+00,2.223875569717504419e+01
1.247828692962103636e+00,2.223998229090429746e+01
1.247845127610208715e+00,2.224056107922313785e+01
1.247861562258314017e+00,2.224090464335252193e+01
1.247877996906418874e+00,2.223965408421401690e+01
1.247894431554524175e+00,2.223840330761246520e+01
1.247910866202629254e+00,2.223951093620269148e+01
1.247927300850734555e+00,2.224220691540110550e+01
1.247943735498839857e+00,2.224462967124359380e+01
1.247960170146944936e+00,2.224322060809315005e+01
1.247976604795050237e+00,2.224181130804099027e+01
1.247993039443155316e+00,2.224096589874972807e+01
1.248009474091260618e+00,2.224060971661351616e+01
1.248025908739365697e+00,2.224026189836058975e+01
1.248042343387470998e+00,2.224190333480373738e+01
1.248058778035575855e+00,2.224354485501758560e+01
1.248075212683681157e+00,2.224452757920869672e+01
1.248091647331786458e+00,2.224477602675849397e+01
1.248108081979891537e+00,2.224502442568561733e+01
1.248124516627996838e+00,2.224573400699818038e+01
1.248140951276101918e+00,2.224647220148323967e+01
1.248157385924207219e+00,2.224651324662026042e+01
1.248173820572312298e+00,2.224555138083196226e+01
1.248190255220417599e+00,2.224458933226612700e+01
1.248206689868522679e+00,2.223945172421237615e+01
1.248223124516627980e+00,2.223373614487700678e+01
1.248239559164732837e+00,2.223107167719148691e+01
1.248255993812838138e+00,2.223415144551263367e+01
1.248272428460943440e+00,2.223723140954681554e+01
1.248288863109048519e+00,2.224160838962760067e+01
1.248305297757153820e+00,2.224627956172964005e+01
1.248321732405258899e+00,2.224974451202960068e+01
1.248338167053364200e+00,2.225015953698597571e+01
1.248354601701469280e+00,2.225057453039786282e+01
1.248371036349574581e+00,2.225193593618768517e+01
1.248387470997679660e+00,2.225361030381794691e+01
1.248403905645784961e+00,2.225497111951213824e+01
1.248420340293890263e+00,2.225521719187219460e+01
1.248436774941995120e+00,2.225546321536650396e+01
1.248453209590100421e+00,2.225344558831879738e+01
1.248469644238205500e+00,2.225039888369333241e+01
1.248486078886310802e+00,2.224692365236726133e+01
1.248502513534415881e+00,2.224112107825855134e+01
1.248518948182521182e+00,2.223531760700627657e+01
1.248535382830626261e+00,2.223892131651475523e+01
1.248551817478731563e+00,2.224821385482552216e+01
1.248568252126836864e+00,2.225675964155267650e+01
1.248584686774941721e+00,2.225783458061113862e+01
1.248601121423047244e+00,2.225890955241315439e+01
1.248617556071152102e+00,2.225931641809079764e+01
1.248633990719257403e+00,2.225919509374057981e+01
1.248650425367362482e+00,2.225895888256358290e+01
1.248666860015467783e+00,2.225826372140453202e+01
1.248683294663572863e+00,2.225756843869536539e+01
1.248699729311678164e+00,2.225527340005821131e+01
1.248716163959783465e+00,2.225133610682694751e+01
1.248732598607888544e+00,2.224739830957099329e+01
1.248749033255993846e+00,2.224738352017830678e+01
1.248765467904098703e+00,2.224752853640898209e+01
1.248781902552204004e+00,2.224946103168027278e+01
1.248798337200309083e+00,2.225378169826973362e+01
1.248814771848414384e+00,2.225810258335554437e+01
1.248831206496519464e+00,2.225977870526523716e+01
1.248847641144624765e+00,2.226114568778215030e+01
1.248864075792730066e+00,2.226184381366890008e+01
1.248880510440835145e+00,2.226136497885221388e+01
1.248896945088940447e+00,2.226088604348495892e+01
1.248913379737045526e+00,2.226164699694583504e+01
1.248929814385150827e+00,2.226266293055989465e+01
1.248946249033255684e+00,2.226328342099925450e+01
1.248962683681360986e+00,2.226296503344944000e+01
1.248979118329466065e+00,2.226264656054352287e+01
1.248995552977571366e+00,2.226266257880983801e+01
1.249011987625676445e+00,2.226278235490036295e+01
1.249028422273781747e+00,2.226274678384491068e+01
1.249044856921887048e+00,2.226219126036194140e+01
1.249061291569992127e+00,2.226163562898166148e+01
1.249077726218097428e+00,2.226116877094152358e+01
1.249094160866202508e+00,2.226074051766943285e+01
1.249110595514307809e+00,2.226044632297015013e+01
1.249127030162412666e+00,2.226083952237733854e+01
1.249143464810517967e+00,2.226123270002631216e+01
1.249159899458623046e+00,2.225934207392087316e+01
1.249176334106728348e+00,2.225610866077939676e+01
1.249192768754833649e+00,2.225353588011415340e+01
1.249209203402938728e+00,2.225717029682299852e+01
1.249225638051044029e+00,2.226080490347451857e+01
1.249242072699149109e+00,2.226341443428961497e+01
1.249258507347254410e+00,2.226522688385851367e+01
1.249274941995359489e+00,2.226700273944670982e+01
1.249291376643464790e+00,2.226754350066929788e+01
1.249307811291569648e+00,2.226808425254012036e+01
1.249324245939674949e+00,2.226839385181023800e+01
1.249340680587780250e+00,2.226846758676608928e+01
1.249357115235885329e+00,2.226854127218792101e+01
1.249373549883990631e+00,2.226754790851224541e+01
1.249389984532095710e+00,2.226651124319255715e+01
1.249406419180201011e+00,2.226609521192407470e+01
1.249422853828306090e+00,2.226651184398500760e+01
1.249439288476411392e+00,2.226692845628386763e+01
1.249455723124516471e+00,2.226422744166717749e+01
1.249472157772621772e+00,2.226115273704938247e+01
1.249488592420726629e+00,2.225983609226051030e+01
1.249505027068831930e+00,2.226166046387044517e+01
1.249521461716937232e+00,2.226348492292463987e+01
1.249537896365042311e+00,2.226403582633999179e+01
1.249554331013147612e+00,2.226431583352712451e+01
1.249570765661252691e+00,2.226506581485755731e+01
1.249587200309357993e+00,2.226696498073120978e+01
1.249603634957463072e+00,2.226886423905370904e+01
1.249620069605568373e+00,2.226941252477761068e+01
1.249636504253673452e+00,2.226952443721043906e+01
1.249652938901778754e+00,2.226972520549993462e+01
1.249669373549884055e+00,2.227023856151510373e+01
1.249685808197988912e+00,2.227075190591075682e+01
1.249702242846094213e+00,2.227143732883870086e+01
1.249718677494199293e+00,2.227220122362991006e+01
1.249735112142304594e+00,2.227203391919611875e+01
1.249751546790409673e+00,2.226667613413079039e+01
1.249767981438514974e+00,2.226131763774170835e+01
1.249784416086620054e+00,2.226088076613676492e+01
1.249800850734725355e+00,2.226349474141628448e+01
1.249817285382830656e+00,2.226611776461083281e+01
1.249833720030935735e+00,2.226883998671201681e+01
1.249850154679041037e+00,2.227156235198726009e+01
1.249866589327145894e+00,2.227106203318469113e+01
1.249883023975251195e+00,2.226789936329675257e+01
1.249899458623356274e+00,2.226474367202277449e+01
1.249915893271461576e+00,2.226216434955322043e+01
1.249932327919566655e+00,2.225958469917610216e+01
1.249948762567671956e+00,2.225865645748020683e+01
1.249965197215777257e+00,2.225953509019477750e+01
1.249981631863882336e+00,2.226041374101704307e+01
1.249998066511987638e+00,2.226091268270142365e+01
1.250014501160092717e+00,2.226138838438645706e+01
1.250030935808198018e+00,2.226422668819268225e+01
1.250047370456302875e+00,2.227142432362763813e+01
1.250063805104408177e+00,2.227862282126777416e+01
1.250080239752513256e+00,2.227889668076682383e+01
1.250096674400618557e+00,2.227815121388767139e+01
1.250113109048723858e+00,2.227843716781079664e+01
1.250129543696828938e+00,2.228075947730557616e+01
1.250145978344934239e+00,2.228308192687759970e+01
1.250162412993039318e+00,2.228543248753122441e+01
1.250178847641144619e+00,2.228779015133270391e+01
1.250195282289249699e+00,2.229000656047498907e+01
1.250211716937355000e+00,2.229183137029683337e+01
1.250228151585459857e+00,2.229365623020565579e+01
1.250244586233565158e+00,2.229512475108485958e+01
1.250261020881670238e+00,2.229646114060872009e+01
1.250277455529775539e+00,2.229765481065632926e+01
1.250293890177880840e+00,2.229825470138477428e+01
1.250310324825985919e+00,2.229885440809152541e+01
1.250326759474091221e+00,2.229947394616364065e+01
1.250343194122196300e+00,2.230010371260458157e+01
1.250359628770301601e+00,2.230088876818133059e+01
1.250376063418406680e+00,2.230279279907387036e+01
1.250392498066511981e+00,2.230469689453398985e+01
1.250408932714616839e+00,2.230670871062581995e+01
1.250425367362722140e+00,2.230879669395433851e+01
1.250441802010827441e+00,2.231087527074010168e+01
1.250458236658932520e+00,2.231277294355805907e+01
1.250474671307037822e+00,2.231467067970794460e+01
1.250491105955142901e+00,2.231616750306897501e+01
1.250507540603248202e+00,2.231728464198435802e+01
1.250523975251353281e+00,2.231840169792648254e+01
1.250540409899458583e+00,2.232006099805266075e+01
1.250556844547563662e+00,2.232173286997538142e+01
1.250573279195668963e+00,2.232234709182025156e+01
1.250589713843774264e+00,2.232162048363952067e+01
1.250606148491879122e+00,2.232089341765007617e+01
1.250622583139984423e+00,2.232173351947295714e+01
1.250639017788089502e+00,2.232273878166964920e+01
1.250655452436194803e+00,2.232369346056966819e+01
1.250671887084299883e+00,2.232456135855368018e+01
1.250688321732405184e+00,2.232542912539144098e+01
1.250704756380510263e+00,2.232861083972224847e+01
1.250721191028615564e+00,2.233226202496997459e+01
1.250737625676720643e+00,2.233507746905137381e+01
1.250754060324825945e+00,2.233589272524931246e+01
1.250770494972931246e+00,2.233670783996601017e+01
1.250786929621036103e+00,2.233889581186337026e+01
1.250803364269141404e+00,2.234152225854893459e+01
1.250819798917246484e+00,2.234351419856792020e+01
1.250836233565351785e+00,2.234327022223145320e+01
1.250852668213456864e+00,2.234302589034881237e+01
1.250869102861562165e+00,2.234371555723232206e+01
1.250885537509667245e+00,2.234483644823180626e+01
1.250901972157772546e+00,2.234606642849630376e+01
1.250918406805877847e+00,2.234792920245751802e+01
1.250934841453982704e+00,2.234979203322511410e+01
1.250951276102088006e+00,2.234928464707037676e+01
1.250967710750193085e+00,2.234726123808319898e+01
1.250984145398298386e+00,2.234554036812872013e+01
1.251000580046403465e+00,2.234768207631608306e+01
1.251017014694508767e+00,2.234982389189740459e+01
1.251033449342613846e+00,2.235375362128087673e+01
1.251049883990719147e+00,2.235923441035289017e+01
1.251066318638824448e+00,2.236471583809870722e+01
1.251082753286929528e+00,2.236362654706967845e+01
1.251099187935034829e+00,2.236252455624786251e+01
1.251115622583139686e+00,2.236049656393167950e+01
1.251132057231244987e+00,2.235738437529133549e+01
1.251148491879350066e+00,2.235427118373482003e+01
1.251164926527455368e+00,2.235837851866364900e+01
1.251181361175560447e+00,2.236308755814879135e+01
1.251197795823665748e+00,2.236541416131669635e+01
1.251214230471771049e+00,2.236394223229195077e+01
1.251230665119876129e+00,2.236246968309594152e+01
1.251247099767981430e+00,2.236436145936662001e+01
1.251263534416086509e+00,2.236685729745066098e+01
1.251279969064191810e+00,2.237078869171863005e+01
1.251296403712296668e+00,2.237791529941214819e+01
1.251312838360401969e+00,2.238504275715296998e+01
1.251329273008507048e+00,2.238756849443537789e+01
1.251345707656612349e+00,2.238873611099434058e+01
1.251362142304717651e+00,2.238984204648136256e+01
1.251378576952822730e+00,2.239074638187119959e+01
1.251395011600928031e+00,2.239165059317394224e+01
1.251411446249033110e+00,2.239300310757257151e+01
1.251427880897138412e+00,2.239455131264396570e+01
1.251444315545243491e+00,2.239572272647201956e+01
1.251460750193348792e+00,2.239488578726321677e+01
1.251477184841453649e+00,2.239404836730432180e+01
1.251493619489558951e+00,2.239613055510738704e+01
1.251510054137664030e+00,2.240000455254707390e+01
1.251526488785769331e+00,2.240369655244457192e+01
1.251542923433874632e+00,2.240533207681776773e+01
1.251559358081979711e+00,2.240696761587591013e+01
1.251575792730085013e+00,2.240524233475061422e+01
1.251592227378190092e+00,2.240068864608648624e+01
1.251608662026295393e+00,2.239617050149110611e+01
1.251625096674400472e+00,2.239959358097778974e+01
1.251641531322505774e+00,2.240301698711482103e+01
1.251657965970610631e+00,2.240659011346945562e+01
1.251674400618715932e+00,2.241033473831612355e+01
1.251690835266821233e+00,2.241407974163675121e+01
1.251707269914926313e+00,2.241611764764644477e+01
1.251723704563031614e+00,2.241802201314242993e+01
1.251740139211136693e+00,2.241873461390848377e+01
1.251756573859241994e+00,2.241757251901109882e+01
1.251773008507347074e+00,2.241640987301846266e+01
1.251789443155452375e+00,2.241701841439740051e+01
1.251805877803557454e+00,2.241793980513194029e+01
1.251822312451662755e+00,2.241845207505579651e+01
1.251838747099768057e+00,2.241805800843043883e+01
1.251855181747872914e+00,2.241766355564569224e+01
1.251871616395978215e+00,2.242282286779405354e+01
1.251888051044083294e+00,2.242962328424081164e+01
1.251904485692188596e+00,2.243478401294978752e+01
1.251920920340293675e+00,2.243454350373256290e+01
1.251937354988398976e+00,2.243430264036863164e+01
1.251953789636504055e+00,2.243518503212171922e+01
1.251970224284609357e+00,2.243656319289940271e+01
1.251986658932714436e+00,2.243798902857811939e+01
1.252003093580819737e+00,2.243967585271265008e+01
1.252019528228925038e+00,2.244136270093289198e+01
1.252035962877029895e+00,2.244129453544065100e+01
1.252052397525135197e+00,2.244012825407255818e+01
1.252068832173240276e+00,2.243929871694983902e+01
1.252085266821345577e+00,2.244258008155664541e+01
1.252101701469450656e+00,2.244586174895301411e+01
1.252118136117555958e+00,2.244957130982296789e+01
1.252134570765661037e+00,2.245365086851760594e+01
1.252151005413766338e+00,2.245773085774091271e+01
1.252167440061871639e+00,2.245882812130093242e+01
1.252183874709976719e+00,2.245991572108723844e+01
1.252200309358082020e+00,2.246107828333494894e+01
1.252216744006186877e+00,2.246232991657021572e+01
1.252233178654292178e+00,2.246358149236647606e+01
1.252249613302397258e+00,2.246548176121019935e+01
1.252266047950502559e+00,2.246744050251882996e+01
1.252282482598607638e+00,2.246898294168283883e+01
1.252298917246712939e+00,2.246983879771022430e+01
1.252315351894818241e+00,2.247069452027435688e+01
1.252331786542923320e+00,2.247101446265838831e+01
1.252348221191028621e+00,2.247123034089086246e+01
1.252364655839133700e+00,2.247231649064955761e+01
1.252381090487239002e+00,2.247545684149502421e+01
1.252397525135343859e+00,2.247859747132783426e+01
1.252413959783449160e+00,2.248004737615321957e+01
1.252430394431554239e+00,2.248095613770302847e+01
1.252446829079659540e+00,2.248146551936280702e+01
1.252463263727764842e+00,2.248053739431857778e+01
1.252479698375869921e+00,2.247960876977441202e+01
1.252496133023975222e+00,2.248151455141828237e+01
1.252512567672080301e+00,2.248477200871573345e+01
1.252529002320185603e+00,2.248778667895840044e+01
1.252545436968290682e+00,2.248926766311281611e+01
1.252561871616395983e+00,2.249074863295009052e+01
1.252578306264500840e+00,2.249219937766359934e+01
1.252594740912606142e+00,2.249362965416023386e+01
1.252611175560711443e+00,2.249482205276435565e+01
1.252627610208816522e+00,2.249422241580583659e+01
1.252644044856921823e+00,2.249362240254903256e+01
1.252660479505026903e+00,2.249504576488717689e+01
1.252676914153132204e+00,2.249837294922237163e+01
1.252693348801237283e+00,2.250170041428367895e+01
1.252709783449342584e+00,2.250349978349247237e+01
1.252726218097447664e+00,2.250525938774237744e+01
1.252742652745552965e+00,2.250605342337229686e+01
1.252759087393657822e+00,2.250600526174576643e+01
1.252775522041763123e+00,2.250595696009339264e+01
1.252791956689868424e+00,2.250569838172254578e+01
1.252808391337973504e+00,2.250541447828047126e+01
1.252824825986078805e+00,2.250468541758776198e+01
1.252841260634183884e+00,2.250313736303764500e+01
1.252857695282289185e+00,2.250158905534737386e+01
1.252874129930394265e+00,2.249978945888162585e+01
1.252890564578499566e+00,2.249793111554801328e+01
1.252906999226604645e+00,2.249652451251834151e+01
1.252923433874709946e+00,2.249633988971170595e+01
1.252939868522815248e+00,2.249615511790623401e+01
1.252956303170920105e+00,2.249852813179402489e+01
1.252972737819025406e+00,2.250185281746227162e+01
1.252989172467130485e+00,2.250391162954985447e+01
1.253005607115235787e+00,2.250048680099548903e+01
1.253022041763340866e+00,2.249706153968315903e+01
1.253038476411446167e+00,2.249758323635279922e+01
1.253054911059551246e+00,2.250026588642839087e+01
1.253071345707656548e+00,2.250271251159505326e+01
1.253087780355761849e+00,2.250314214751461250e+01
1.253104215003866706e+00,2.250357167393360314e+01
1.253120649651972229e+00,2.250392433368887524e+01
1.253137084300077086e+00,2.250421735670069268e+01
1.253153518948182388e+00,2.250449705348733787e+01
1.253169953596287467e+00,2.250417996996839776e+01
1.253186388244392768e+00,2.250386272854037273e+01
1.253202822892497847e+00,2.250340320613686984e+01
1.253219257540603149e+00,2.250278951585264764e+01
1.253235692188708228e+00,2.250217564660359670e+01
1.253252126836813529e+00,2.250281904224712548e+01
1.253268561484918830e+00,2.250354518502895829e+01
1.253284996133023688e+00,2.250381790849535690e+01
1.253301430781128989e+00,2.250339993155793650e+01
1.253317865429234068e+00,2.250298178978922436e+01
1.253334300077339369e+00,2.250282206342888358e+01
1.253350734725444449e+00,2.250270627148513114e+01
1.253367169373549750e+00,2.250251731309686676e+01
1.253383604021654829e+00,2.250216743918575446e+01
1.253400038669760130e+00,2.250181740530929986e+01
1.253416473317865432e+00,2.250087960658035868e+01
1.253432907965970511e+00,2.249976629877064838e+01
1.253449342614075812e+00,2.249835509084480734e+01
1.253465777262180669e+00,2.249593582998594954e+01
1.253482211910285971e+00,2.249351623921204535e+01
1.253498646558391050e+00,2.249434969072716939e+01
1.253515081206496351e+00,2.249667374795832231e+01
1.253531515854601430e+00,2.249891493162976985e+01
1.253547950502706732e+00,2.250066117292345425e+01
1.253564385150812033e+00,2.250240737354309317e+01
1.253580819798917112e+00,2.250304599089770008e+01
1.253597254447022413e+00,2.250294892985147399e+01
1.253613689095127492e+00,2.250285616355154161e+01
1.253630123743232794e+00,2.250283477674637922e+01
1.253646558391337651e+00,2.250281325239537722e+01
1.253662993039442952e+00,2.250216533570045740e+01
1.253679427687548031e+00,2.250092933339264789e+01
1.253695862335653333e+00,2.249969310509223774e+01
1.253712296983758634e+00,2.249403720216979963e+01
1.253728731631863713e+00,2.248825825820199853e+01
1.253745166279969014e+00,2.248563348779874360e+01
1.253761600928074094e+00,2.248718599466825552e+01
1.253778035576179395e+00,2.248873845211442557e+01
1.253794470224284474e+00,2.249114611438625033e+01
1.253810904872389775e+00,2.249366227731376000e+01
1.253827339520494633e+00,2.249367293156317871e+01
1.253843774168599934e+00,2.248891427245113306e+01
1.253860208816705235e+00,2.248415503003359817e+01
1.253876643464810314e+00,2.248842340184580735e+01
1.253893078112915616e+00,2.249492930218668363e+01
1.253909512761020695e+00,2.249974837281169471e+01
1.253925947409125996e+00,2.249972312964914778e+01
1.253942382057231075e+00,2.249969774893791552e+01
1.253958816705336377e+00,2.250017494654560579e+01
1.253975251353441456e+00,2.250085237092082480e+01
1.253991686001546757e+00,2.250100083487974345e+01
1.254008120649651614e+00,2.249859903953940332e+01
1.254024555297756915e+00,2.249619691719744807e+01
1.254040989945862217e+00,2.249458710526623761e+01
1.254057424593967296e+00,2.249344584756106968e+01
1.254073859242072597e+00,2.249172578521020327e+01
1.254090293890177676e+00,2.248376843527030644e+01
1.254106728538282978e+00,2.247581004818496453e+01
1.254123163186388057e+00,2.247306183718523087e+01
1.254139597834493358e+00,2.247472815669209112e+01
1.254156032482598437e+00,2.247639443191215491e+01
1.254172467130703739e+00,2.248466745348523332e+01
1.254188901778809040e+00,2.249295557670844303e+01
1.254205336426913897e+00,2.249739683363927156e+01
1.254221771075019198e+00,2.249721169936460541e+01
1.254238205723124278e+00,2.249702641721096086e+01
1.254254640371229579e+00,2.249646558472160862e+01
1.254271075019334658e+00,2.249586752759610064e+01
1.254287509667439959e+00,2.249427281739681561e+01
1.254303944315545039e+00,2.249095370335049893e+01
1.254320378963650340e+00,2.248763417171051415e+01
1.254336813611755641e+00,2.248610088502451632e+01
1.254353248259860720e+00,2.248495339822994055e+01
1.254369682907966022e+00,2.248378291352883451e+01
1.254386117556070879e+00,2.248255311724712513e+01
1.254402552204176180e+00,2.248132309668674367e+01
1.254418986852281259e+00,2.247527018937113397e+01
1.254435421500386560e+00,2.246746964576703931e+01
1.254451856148491640e+00,2.246239320177740240e+01
1.254468290796596941e+00,2.246894512879622141e+01
1.254484725444702020e+00,2.247549708369422206e+01
1.254501160092807321e+00,2.248074244594781845e+01
1.254517594740912623e+00,2.248527036236163568e+01
1.254534029389017702e+00,2.248904575077827062e+01
1.254550464037123003e+00,2.248613356867440061e+01
1.254566898685227860e+00,2.248322101143876139e+01
1.254583333333333162e+00,2.248356038118883404e+01
1.254599767981438241e+00,2.248649000959091282e+01
